
"Time";"NO";"NO2";"CO";"NOx";"PumpFlow";
"9/28/2018 16:43:20";"422";"46";"9";"467";"91.1";
"9/28/2018 16:43:21";"422";"46";"9";"468";"91.1";
"9/28/2018 16:43:23";"422";"46";"9";"468";"91.2";
"9/28/2018 16:43:24";"422";"46";"8";"468";"91.3";
"9/28/2018 16:43:25";"422";"46";"6";"468";"91.3";
"9/28/2018 16:43:26";"422";"46";"6";"468";"91.3";
"9/28/2018 16:43:27";"422";"46";"5";"468";"91.3";
"9/28/2018 16:43:29";"422";"47";"5";"469";"91.3";
"9/28/2018 16:43:31";"423";"47";"5";"470";"91.3";
"9/28/2018 16:43:32";"423";"47";"5";"470";"91.3";
"9/28/2018 16:43:34";"423";"47";"5";"470";"91.2";
"9/28/2018 16:43:36";"423";"47";"5";"470";"91.2";
"9/28/2018 16:43:37";"423";"47";"5";"470";"91.3";
"9/28/2018 16:43:39";"424";"47";"6";"471";"91.2";
"9/28/2018 16:43:41";"424";"47";"8";"471";"91.2";
"9/28/2018 16:43:43";"424";"47";"8";"471";"91.2";
"9/28/2018 16:43:45";"424";"47";"8";"471";"91.2";
"9/28/2018 16:43:47";"424";"47";"8";"471";"91.2";
"9/28/2018 16:43:48";"424";"47";"8";"471";"91.2";
"9/28/2018 16:43:50";"423";"47";"10";"470";"91.1";
"9/28/2018 16:43:51";"423";"47";"10";"470";"91.1";
"9/28/2018 16:43:53";"423";"47";"11";"470";"91.1";
"9/28/2018 16:43:55";"422";"47";"10";"470";"91.1";
"9/28/2018 16:43:56";"422";"47";"10";"469";"91.1";
"9/28/2018 16:43:58";"422";"48";"9";"470";"91.1";
"9/28/2018 16:43:59";"422";"48";"9";"470";"91.1";
"9/28/2018 16:44:01";"422";"48";"9";"470";"91.1";
"9/28/2018 16:44:03";"422";"48";"9";"470";"91.1";
"9/28/2018 16:44:04";"422";"48";"9";"470";"91.2";
"9/28/2018 16:44:06";"422";"48";"6";"470";"91.3";
"9/28/2018 16:44:07";"422";"48";"5";"470";"91.3";
"9/28/2018 16:44:09";"422";"48";"6";"470";"91.3";
"9/28/2018 16:44:10";"422";"48";"8";"470";"91.4";
"9/28/2018 16:44:12";"422";"48";"9";"470";"91.3";
"9/28/2018 16:44:14";"422";"48";"9";"470";"91.3";
"9/28/2018 16:44:15";"422";"48";"9";"470";"91.2";
"9/28/2018 16:44:17";"422";"48";"9";"470";"91.2";
"9/28/2018 16:44:18";"422";"48";"10";"470";"91.2";
"9/28/2018 16:44:20";"422";"48";"10";"470";"91.3";
"9/28/2018 16:44:22";"422";"48";"10";"470";"91.3";
"9/28/2018 16:44:23";"422";"48";"9";"470";"91.4";
"9/28/2018 16:44:25";"423";"48";"8";"471";"91.4";
"9/28/2018 16:44:26";"423";"49";"6";"472";"91.4";
"9/28/2018 16:44:28";"423";"49";"8";"472";"91.4";
"9/28/2018 16:44:29";"424";"49";"9";"473";"91.5";
"9/28/2018 16:44:31";"424";"49";"10";"473";"91.6";
"9/28/2018 16:44:33";"424";"48";"12";"472";"91.6";
"9/28/2018 16:44:35";"425";"48";"12";"473";"91.5";
"9/28/2018 16:44:36";"425";"48";"13";"473";"91.4";
"9/28/2018 16:44:38";"424";"48";"13";"472";"91.3";
"9/28/2018 16:44:40";"424";"48";"14";"472";"91.3";
"9/28/2018 16:44:42";"424";"48";"14";"472";"91.2";
"9/28/2018 16:44:43";"424";"48";"14";"472";"91.2";
"9/28/2018 16:44:45";"423";"49";"12";"472";"91.1";
"9/28/2018 16:44:47";"423";"49";"12";"472";"91.2";
"9/28/2018 16:44:48";"423";"49";"12";"472";"91.2";
"9/28/2018 16:44:50";"422";"49";"11";"471";"91.2";
"9/28/2018 16:44:51";"422";"49";"10";"471";"91.2";
"9/28/2018 16:44:53";"421";"49";"9";"470";"91.2";
"9/28/2018 16:44:55";"421";"49";"9";"470";"91.2";
"9/28/2018 16:44:56";"421";"49";"9";"470";"91.2";
"9/28/2018 16:44:58";"421";"49";"9";"470";"91.2";
"9/28/2018 16:44:59";"421";"49";"9";"470";"91.2";
"9/28/2018 16:45:01";"421";"49";"9";"470";"91.2";
"9/28/2018 16:45:02";"421";"49";"8";"470";"91.2";
"9/28/2018 16:45:04";"421";"49";"6";"470";"91.3";
"9/28/2018 16:45:05";"422";"49";"6";"471";"91.3";
"9/28/2018 16:45:07";"422";"49";"6";"471";"91.3";
"9/28/2018 16:45:09";"422";"49";"9";"471";"91.3";
"9/28/2018 16:45:10";"422";"49";"10";"471";"91.3";
"9/28/2018 16:45:12";"422";"49";"10";"471";"91.2";
"9/28/2018 16:45:14";"422";"49";"12";"471";"91.2";
"9/28/2018 16:45:15";"422";"49";"12";"471";"91.2";
"9/28/2018 16:45:17";"422";"49";"11";"471";"91.3";
"9/28/2018 16:45:18";"422";"49";"11";"471";"91.3";
"9/28/2018 16:45:20";"422";"49";"12";"471";"91.4";
"9/28/2018 16:45:22";"422";"49";"12";"471";"91.3";
"9/28/2018 16:45:24";"422";"50";"10";"472";"91.4";
"9/28/2018 16:45:26";"423";"50";"10";"473";"91.4";
"9/28/2018 16:45:27";"423";"50";"11";"473";"91.4";
"9/28/2018 16:45:29";"423";"50";"11";"473";"91.4";
"9/28/2018 16:45:31";"423";"50";"10";"473";"91.5";
"9/28/2018 16:45:32";"423";"50";"10";"473";"91.5";
